STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT11,WT11_ATTRIBUTES
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/29/1970,,,,,,,0.73,",,0,1700",0,"T,,0,",0,",,0,",58,",,0",29,",,0",33,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/30/1970,,,,,,,0.01,",,0,1700",0,",,0,",0,",,0,",58,",,0",27,",,0",56,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,3/31/1970,,,,,,,0.09,",,0,1700",0,",,0,",0,",,0,",60,",,0",41,",,0",58,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/1/1970,,,,,,,0.27,",,0,1700",0,",,0,",0,",,0,",58,",,0",35,",,0",50,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/2/1970,,,,,,,0.98,",,0,1700",0,"T,,0,",0,",,0,",60,",,0",33,",,0",33,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/3/1970,,,,,,,0.02,",,0,1700",0,"T,,0,",0,",,0,",55,",,0",29,",,0",55,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/4/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",60,",,0",37,",,0",55,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/5/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",57,",,0",24,",,0",55,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/6/1970,,,,,,,0.1,",,0,1700",0,"T,,0,",0,",,0,",55,",,0",39,",,0",44,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/7/1970,,,,,,,0.13,",,0,1700",0,"T,,0,",0,",,0,",55,",,0",32,",,0",53,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/8/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",66,",,0",34,",,0",66,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/9/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",66,",,0",53,",,0",64,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/10/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",64,",,0",42,",,0",59,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/11/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",68,",,0",36,",,0",65,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/12/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",71,",,0",44,",,0",71,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/13/1970,,,,,,,0,"T,,0,1700",0,",,0,",0,",,0,",71,",,0",49,",,0",63,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/14/1970,,,,,,,0.2,",,0,1700",0,"T,,0,",0,",,0,",63,",,0",36,",,0",40,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/15/1970,,,,,,,0.02,",,0,1700",0,",,0,",0,",,0,",60,",,0",36,",,0",60,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/16/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",70,",,0",42,",,0",68,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/17/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",68,",,0",51,",,0",58,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/18/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",75,",,0",47,",,0",73,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/19/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",77,",,0",59,",,0",72,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/20/1970,,,,,,,0.68,",,0,1700",0,",,0,",0,",,0,",72,",,0",48,",,0",65,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/21/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",68,",,0",56,",,0",66,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/22/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",77,",,0",44,",,0",75,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/23/1970,,,,,,,0.19,",,0,1700",0,",,0,",0,",,0,",75,",,0",60,",,0",68,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/24/1970,,,,,,,0.2,",,0,1700",0,",,0,",0,",,0,",68,",,0",58,",,0",62,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/25/1970,,,,,,,0.05,",,0,1700",0,",,0,",0,",,0,",72,",,0",44,",,0",70,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/26/1970,,,,,,,0.51,",,0,1700",0,",,0,",0,",,0,",70,",,0",53,",,0",58,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/27/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",71,",,0",54,",,0",68,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/28/1970,,,,,,,2.37,",,0,1700",0,",,0,",0,",,0,",68,",,0",56,",,0",59,",,0,1700",,,1,",,0",,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/29/1970,,,,,,,0.03,",,0,1700",0,",,0,",0,",,0,",81,",,0",56,",,0",80,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,4/30/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",82,",,0",61,",,0",81,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/1/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",81,",,0",62,",,0",77,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/2/1970,,,,,,,0.1,",,0,1700",0,",,0,",0,",,0,",77,",,0",50,",,0",50,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/3/1970,,,,,,,0.14,",,0,1700",0,",,0,",0,",,0,",50,",,0",40,",,0",47,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/4/1970,,,,,,,0,"T,,0,1700",0,",,0,",0,",,0,",63,",,0",39,",,0",62,",,0,1700",,,,,,,,,,,,
USC00449215,"WISE 1 SE, VA US",36.9725,-82.5579,781.5,5/5/1970,,,,,,,0,",,0,1700",0,",,0,",0,",,0,",70,",,0",43,",,0",70,",,0,1700",,,,,,,,,,,,
