STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/3/1970,,,,,,,,,0.28,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/4/1970,,,,,,,,,0,"T,,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/5/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/6/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/7/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/8/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/9/1970,,,,,,,,,0.48,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/10/1970,,,,,,,,,0,"T,,0,0800",0,"T,,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/11/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/12/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/13/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/14/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/15/1970,,,,,,,,,0,"T,,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/16/1970,,,,,,,,,0.58,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/17/1970,,,,,,,,,0.35,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/18/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/19/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/20/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/21/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/22/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/23/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/24/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/25/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/26/1970,,,,,,,,,0.46,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/27/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,2/28/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/1/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/2/1970,,,,,,,,,0,"T,,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/3/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/4/1970,,,,,,,,,0.29,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/5/1970,,,,,,,,,0.46,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/6/1970,,,,,,,,,0.2,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/7/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/8/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/9/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/10/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/11/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/12/1970,,,,,,,,,1,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/13/1970,,,,,,,,,0.21,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/14/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/15/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/16/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/17/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/18/1970,,,,,,,,,1.23,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/19/1970,,,,,,,,,0,"T,,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/20/1970,,,,,,,,,0.98,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/21/1970,,,,,,,,,0.2,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/22/1970,,,,,,,,,0.82,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/23/1970,,,,,,,,,0,"T,,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/24/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/25/1970,,,,,,,,,0,"T,,0,0800",0,"T,,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/26/1970,,,,,,,,,0.03,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/27/1970,,,,,,,,,0.15,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/28/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/29/1970,,,,,,,,,0.33,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/30/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,3/31/1970,,,,,,,,,0.14,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/1/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/2/1970,,,,,,,,,1.9,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/3/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/4/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/5/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/6/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/7/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/8/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/9/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/10/1970,,,,,,,,,0.19,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/11/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/12/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/13/1970,,,,,,,,,0.1,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/14/1970,,,,,,,,,0,"T,,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/15/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/16/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/17/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/18/1970,,,,,,,,,0.18,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/19/1970,,,,,,,,,0,"T,,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/20/1970,,,,,,,,,0.91,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/21/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/22/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/23/1970,,,,,,,,,0.04,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/24/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/25/1970,,,,,,,,,0.14,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/26/1970,,,,,,,,,1.12,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/27/1970,,,,,,,,,0.4,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/28/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/29/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,4/30/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/1/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/2/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/3/1970,,,,,,,,,0.03,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/4/1970,,,,,,,,,0.46,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/5/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/6/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/7/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/8/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/9/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/10/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/11/1970,,,,,,,,,0.04,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/12/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/13/1970,,,,,,,,,0.05,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/14/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/15/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/16/1970,,,,,,,,,0.24,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/17/1970,,,,,,,,,0.31,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/18/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/19/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/20/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/21/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/22/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/23/1970,,,,,,,,,0.27,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/24/1970,,,,,,,,,0.21,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/25/1970,,,,,,,,,0.12,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/26/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/27/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/28/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/29/1970,,,,,,,,,1.89,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/30/1970,,,,,,,,,0.39,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,5/31/1970,,,,,,,,,0.28,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/1/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/2/1970,,,,,,,,,0.25,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/3/1970,,,,,,,,,0.4,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/4/1970,,,,,,,,,0.04,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/5/1970,,,,,,,,,0,"T,,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/6/1970,,,,,,,,,0.09,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/7/1970,,,,,,,,,0.26,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/8/1970,,,,,,,,,0.43,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/9/1970,,,,,,,,,0.47,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/10/1970,,,,,,,,,0.58,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/11/1970,,,,,,,,,1.08,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/12/1970,,,,,,,,,0.01,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/13/1970,,,,,,,,,0.4,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/14/1970,,,,,,,,,0.64,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/15/1970,,,,,,,,,0.01,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/16/1970,,,,,,,,,0,"T,,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/17/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/18/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/19/1970,,,,,,,,,0,"T,,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/20/1970,,,,,,,,,0.55,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/21/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/22/1970,,,,,,,,,0.05,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/23/1970,,,,,,,,,0.11,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/24/1970,,,,,,,,,0.02,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/25/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
USC00317486,"ROSMAN, NC US",35.137,-82.8204,664.5,8/26/1970,,,,,,,,,0,",,0,0800",0,",,0,",0,",,0,",,,,,,
